id,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,bathrooms,beds,amenities_count,price,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,host_is_superhost,instant_bookable,high_price_listing
1067647165317983090,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,38,398.0,174,,0,,0.0,1,1
1349819356561659130,ΝΕΟΣ ΚΟΣΜΟΣ,Private room,Room in hotel,7,2.0,2.0,4.0,42,398.0,316,,0,,0.0,1,1
51357613,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire condo,6,3.0,3.0,3.0,47,396.0,48,5.0,6,0.12,0.0,1,1
1259097375606817612,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,22,395.0,328,,0,,0.0,1,1
862172824621231434,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,33,394.0,356,,0,,1.0,1,1
17021343,ΖΑΠΠΕΙΟ,Entire home/apt,Entire condo,8,3.0,2.5,4.0,55,393.0,319,4.98,116,1.11,1.0,1,1
17478689,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,37,391.0,66,4.9,39,0.38,0.0,0,1
1025931172860265698,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,8,3.0,3.5,5.0,36,391.0,246,5.0,11,0.49,1.0,1,1
32229006,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,40,390.0,343,4.94,65,0.83,1.0,1,1
33821833,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,11,390.0,139,4.8,5,0.06,0.0,0,1
36626892,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,25,390.0,14,4.97,68,1.18,1.0,1,1
1068992765957802391,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,31,390.0,139,,0,,0.0,0,1
1405146802909182923,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,6,3.0,2.0,3.0,48,390.0,340,4.94,17,3.47,1.0,1,1
1111505361764389724,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,Room in hotel,2,1.0,1.0,1.0,43,388.0,259,,0,,1.0,1,1
1111547767123097592,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,Room in hotel,2,1.0,1.0,2.0,43,388.0,258,,0,,1.0,1,1
1359753333476469700,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,4,2.0,2.0,2.0,52,388.0,353,5.0,8,1.29,1.0,1,1
1097555397660197040,ΖΑΠΠΕΙΟ,Entire home/apt,Entire home,6,3.0,3.0,3.0,59,387.0,194,4.84,25,1.33,1.0,1,1
46132709,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,34,386.0,342,,0,,1.0,1,1
48911040,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire townhouse,7,3.0,2.0,4.0,36,386.0,353,4.82,77,1.47,1.0,1,1
1512906669857254891,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,8,3.0,3.0,4.0,39,386.0,297,,0,,1.0,1,1
15366300,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,4,2.0,2.5,2.0,32,384.0,59,4.97,226,2.19,1.0,1,1
45430266,ΖΑΠΠΕΙΟ,Entire home/apt,Entire serviced apartment,2,1.0,1.5,1.0,46,384.0,253,5.0,9,0.19,1.0,0,1
1303691483193598006,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,1,384.0,364,,0,,0.0,0,1
938456509635969462,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,23,383.0,176,,0,,0.0,0,1
1300100719888647214,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,44,383.0,296,5.0,7,0.84,1.0,1,1
936155281261783379,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire condo,10,4.0,2.5,4.0,62,382.0,217,4.98,55,2.07,1.0,1,1
1422475134818234326,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire rental unit,4,2.0,2.0,4.0,44,382.0,354,,0,,1.0,1,1
42920283,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire home,6,3.0,2.0,3.0,39,380.0,149,,0,,0.0,1,1
47040329,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,42,380.0,357,5.0,4,0.07,0.0,1,1
872095178864208966,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,2,1.0,1.5,1.0,56,380.0,345,4.84,56,2.21,0.0,1,1
1075827828211791931,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,4,1.0,1.0,3.0,35,380.0,329,,0,,0.0,0,1
1156225162659418436,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,Private room in home,3,1.0,1.0,2.0,26,380.0,327,,0,,0.0,0,1
1066547119399261105,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire home,2,1.0,1.0,1.0,28,379.0,356,,0,,0.0,0,1
1115866434200127875,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,Room in hotel,1,1.0,1.0,1.0,43,378.0,259,,0,,1.0,1,1
843283048808246802,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire home,9,3.0,2.0,5.0,53,377.0,312,4.94,104,3.65,1.0,1,1
887390326326636927,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,25,376.0,365,5.0,4,0.16,1.0,1,1
23987766,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,53,374.0,312,5.0,17,0.19,1.0,1,1
49499012,ΚΟΛΩΝΟΣ,Entire home/apt,Entire condo,9,3.0,1.0,6.0,65,374.0,215,4.83,321,5.99,1.0,1,1
1100593794932818387,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,3.0,2.0,3.0,63,372.0,296,5.0,1,0.06,1.0,1,1
985218840753257672,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,8,4.0,4.0,4.0,53,371.0,311,5.0,54,2.56,1.0,1,1
1398677642976759217,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,6,3.0,3.0,3.0,48,371.0,318,5.0,28,6.36,1.0,1,1
18381343,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire villa,10,5.0,4.5,6.0,54,370.0,113,4.81,172,1.68,1.0,1,1
46132375,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,37,370.0,356,4.67,3,0.06,1.0,1,1
18355060,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,8,4.0,3.0,5.0,49,369.0,323,4.83,241,2.37,,1,1
21994965,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,50,369.0,269,4.92,154,1.68,0.0,0,1
45149887,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,43,369.0,349,5.0,3,0.05,0.0,1,1
558483227231986264,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,Entire rental unit,6,3.0,2.0,3.0,41,369.0,358,4.79,78,1.81,1.0,1,1
1450567205116483235,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire rental unit,6,3.0,3.0,4.0,49,369.0,337,5.0,3,3.0,1.0,0,1
693265535138123544,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire condo,4,2.0,2.5,1.0,25,368.0,365,,0,,0.0,0,1
54253365,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,Room in hotel,2,1.0,1.0,1.0,22,367.0,292,,0,,0.0,1,1
670297361590388273,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,Entire rental unit,8,4.0,2.0,4.0,46,367.0,300,5.0,11,1.43,1.0,1,1
863814061909804260,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,3.0,3.0,3.0,48,366.0,341,4.78,49,1.67,1.0,1,1
38542993,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,6,3.0,3.0,4.0,62,365.0,159,5.0,290,3.99,1.0,1,1
38766913,ΓΟΥΔΙ,Entire home/apt,Entire rental unit,10,5.0,3.5,6.0,26,365.0,277,4.81,150,2.08,1.0,1,1
1008042959652246256,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire home,8,2.0,2.0,2.0,36,365.0,269,5.0,1,0.17,0.0,0,1
1127332101920616543,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,5,2.0,1.0,2.0,27,364.0,91,4.67,245,2.98,1.0,1,1
1135455933497406287,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,36,364.0,237,5.0,3,0.18,1.0,1,1
1365484061776480874,ΘΗΣΕΙΟ,Entire home/apt,Entire condo,8,4.0,2.0,5.0,40,364.0,340,5.0,5,0.96,1.0,1,1
573737940766559528,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,13,2.0,3.5,8.0,39,363.0,225,4.9,10,0.25,1.0,1,1
1068992001514740264,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,29,363.0,140,,0,,0.0,0,1
1181702145868167062,ΠΑΓΚΡΑΤΙ,Entire home/apt,Entire home,8,4.0,3.0,5.0,57,363.0,243,4.81,26,1.79,1.0,1,1
651283904649131685,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,21,362.0,336,4.86,21,0.57,,1,1
1066573468076450679,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire home,2,1.0,1.0,1.0,30,362.0,354,,0,,0.0,0,1
1166346077251948678,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,2,1.0,1.0,1.0,26,362.0,315,,0,,0.0,0,1
883913416745942913,ΘΗΣΕΙΟ,Entire home/apt,Entire rental unit,15,3.0,3.0,9.0,29,361.0,312,4.25,12,0.43,0.0,1,1
18895663,ΠΑΓΚΡΑΤΙ,Entire home/apt,Entire serviced apartment,3,2.0,2.0,2.0,27,360.0,362,5.0,1,0.01,0.0,0,1
37868738,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire rental unit,14,6.0,5.0,8.0,47,360.0,280,4.72,64,0.89,1.0,0,1
38280879,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,9,5.0,2.0,7.0,53,360.0,219,4.9,194,2.71,1.0,1,1
46132037,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,0.0,1.0,2.0,37,360.0,349,5.0,7,0.13,1.0,1,1
48325979,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire rental unit,16,6.0,3.0,13.0,40,360.0,281,4.84,184,3.6,1.0,0,1
49665712,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire rental unit,16,10.0,4.5,16.0,31,360.0,321,4.79,71,1.47,1.0,0,1
618588689548484540,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire condo,6,3.0,1.5,4.0,23,360.0,178,5.0,2,0.13,0.0,0,1
1298419803863437732,ΘΗΣΕΙΟ,Entire home/apt,Entire rental unit,6,3.0,3.0,5.0,58,360.0,319,4.91,35,3.68,1.0,0,1
1308594389240627161,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,Entire condo,15,6.0,3.0,8.0,46,360.0,317,5.0,38,4.27,1.0,1,1
1343431388415876105,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire rental unit,7,3.0,2.5,4.0,37,360.0,364,5.0,2,0.41,,0,1
1420513490566418709,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,2.0,2.5,3.0,29,360.0,145,,0,,,0,1
41249810,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire condo,5,2.0,2.0,2.0,40,359.0,54,4.91,98,1.58,0.0,1,1
51548125,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,7,3.0,2.0,4.0,43,359.0,309,4.87,163,3.27,1.0,1,1
862096355451812486,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,33,359.0,359,,0,,1.0,1,1
1402327929001734935,ΘΗΣΕΙΟ,Entire home/apt,Entire home,8,4.0,2.5,5.0,49,359.0,153,5.0,3,0.78,0.0,0,1
596235212683737532,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire vacation home,6,2.0,1.0,3.0,60,358.0,361,5.0,7,0.17,0.0,0,1
1188929573483474217,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,53,358.0,309,4.96,70,4.78,1.0,1,1
46015921,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,41,357.0,331,4.92,25,0.42,1.0,1,1
45149502,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,3,0.0,1.0,1.0,43,356.0,357,4.68,31,0.53,0.0,1,1
993918999770239496,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,Room in hotel,4,2.0,1.0,2.0,29,356.0,305,,0,,0.0,1,1
1104343347811618463,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,50,356.0,336,5.0,92,5.21,1.0,1,1
20953395,ΠΑΓΚΡΑΤΙ,Entire home/apt,Entire rental unit,8,4.0,2.5,5.0,63,353.0,310,4.96,193,2.08,,1,1
27246928,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,Room in aparthotel,2,1.0,1.0,1.0,18,353.0,320,,0,,0.0,1,1
25191190,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,33,352.0,338,4.96,122,1.37,1.0,1,1
29078588,ΖΑΠΠΕΙΟ,Entire home/apt,Entire condo,16,5.0,3.0,12.0,63,352.0,337,4.91,413,4.9,1.0,1,1
45186870,ΘΗΣΕΙΟ,Private room,Room in boutique hotel,2,1.0,1.0,2.0,28,352.0,296,,0,,1.0,1,1
45266796,ΘΗΣΕΙΟ,Private room,Room in boutique hotel,2,1.0,1.0,1.0,14,352.0,298,,0,,1.0,1,1
1009880178118493052,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,Entire rental unit,15,6.0,2.0,9.0,42,352.0,310,4.96,109,4.71,,1,1
1147760872845628966,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire home,9,3.0,2.5,5.0,28,352.0,272,4.98,84,5.75,1.0,1,1
38941454,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire villa,8,2.0,2.0,5.0,58,350.0,179,4.95,208,2.99,1.0,0,1
49373903,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire townhouse,9,2.0,2.0,6.0,57,350.0,362,4.88,304,5.83,1.0,1,1
51342328,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire serviced apartment,6,2.0,2.0,2.0,50,350.0,192,5.0,23,0.48,0.0,0,1
801124099554272768,ΙΛΙΣΙΑ,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,43,350.0,363,5.0,1,0.04,1.0,1,1
1019307865583883805,ΖΑΠΠΕΙΟ,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,57,350.0,306,5.0,6,0.28,1.0,1,1
1377320225609779398,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire serviced apartment,6,3.0,2.0,3.0,39,350.0,295,4.92,25,4.63,1.0,1,1
1259092133203726946,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,40,349.0,344,,0,,0.0,1,1
1466525239256401389,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire condo,7,2.0,1.0,3.0,33,349.0,339,,0,,0.0,0,1
42243426,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,Entire home,14,5.0,5.0,9.0,17,348.0,358,4.88,26,0.52,,0,1
712121056103287283,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,Entire condo,6,0.0,0.0,3.0,58,348.0,19,5.0,17,0.47,1.0,0,1
1202320760081029309,ΣΕΠΟΛΙΑ,Entire home/apt,Entire rental unit,5,2.0,1.0,2.0,15,348.0,90,5.0,1,0.07,0.0,0,1
1382545252398245993,ΘΗΣΕΙΟ,Private room,Room in hotel,4,1.0,1.0,2.0,11,348.0,54,,0,,0.0,1,1
791912215483682235,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,8,4.0,3.5,5.0,54,347.0,327,4.88,101,3.12,,1,1
1066565216126779369,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire home,2,1.0,1.0,1.0,28,347.0,348,,0,,0.0,0,1
1127361572590899600,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,5,2.0,1.0,2.0,30,347.0,86,4.8,210,2.63,1.0,1,1
17896398,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire serviced apartment,5,3.0,2.0,3.0,69,345.0,263,4.99,331,3.39,1.0,1,1
791776458120623664,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire condo,15,5.0,2.5,8.0,59,345.0,335,4.95,170,5.13,1.0,1,1
1322998139477496630,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,27,345.0,316,5.0,1,0.45,0.0,1,1
31873841,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,10,4.0,3.0,5.0,21,344.0,3,4.4,123,1.55,1.0,1,1
45872891,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1.0,36,344.0,317,4.96,25,0.48,0.0,1,1
607138758123919501,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire condo,13,4.0,2.0,9.0,60,344.0,327,4.94,236,5.68,1.0,1,1
1155680165609012608,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,2,1.0,1.0,0.0,19,344.0,320,,0,,0.0,0,1
1344310107430132058,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,6,3.0,2.5,3.0,12,344.0,230,4.83,12,1.91,1.0,1,1
53750580,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,54,343.0,339,5.0,5,0.12,1.0,1,1
572262078368503637,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1.0,46,343.0,82,4.66,35,0.96,1.0,1,1
1166401854257740974,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire home,6,2.0,2.0,4.0,44,343.0,337,,0,,0.0,0,1
36504271,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,37,342.0,327,4.95,20,0.33,,1,1
944780944745473441,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire condo,8,3.0,2.0,5.0,56,342.0,104,4.75,4,0.16,0.0,0,1
578789782428840800,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,Entire condo,5,2.0,1.0,3.0,60,341.0,183,4.84,176,4.12,1.0,1,1
619348407644768526,ΓΚΑΖΙ,Entire home/apt,Entire loft,3,1.0,2.5,2.0,71,341.0,337,4.93,70,1.7,1.0,1,1
735418911306488088,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,8,3.0,1.5,4.0,49,341.0,252,4.96,82,2.3,1.0,1,1
831896307639066678,ΖΑΠΠΕΙΟ,Entire home/apt,Entire condo,16,6.0,2.0,9.0,56,341.0,295,4.98,171,5.56,1.0,1,1
14083122,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire villa,8,4.0,2.0,5.0,49,340.0,22,4.74,220,1.97,1.0,1,1
32456454,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire rental unit,10,4.0,3.0,7.0,30,340.0,351,4.85,47,0.59,0.0,1,1
1068975611950707196,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,30,340.0,120,,0,,0.0,0,1
1215055,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire home,6,2.0,2.5,4.0,33,339.0,335,4.99,305,2.14,1.0,1,1
39274256,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,55,339.0,113,5.0,1,0.03,0.0,0,1
49483041,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,Entire rental unit,14,6.0,2.5,10.0,40,339.0,328,4.89,121,2.4,1.0,0,1
651871225436444015,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,62,339.0,334,4.95,228,5.74,1.0,1,1
984474302921650664,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire rental unit,9,3.0,3.0,4.0,49,339.0,341,5.0,22,1.21,1.0,1,1
1212329557339689445,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire condo,4,2.0,1.0,2.0,36,339.0,327,4.97,95,6.79,1.0,1,1
43603168,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,5,2.0,2.0,4.0,52,337.0,190,5.0,144,2.73,1.0,0,1
50016529,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,29,337.0,307,4.8,49,0.94,0.0,1,1
775762335896551469,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire serviced apartment,6,3.0,3.0,3.0,47,337.0,326,4.89,63,2.04,0.0,1,1
1066582391008812266,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire home,4,1.0,1.0,2.0,28,337.0,346,,0,,0.0,0,1
1234583787215093295,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,8,2.0,1.5,3.0,30,337.0,350,,0,,1.0,1,1
44472511,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,Entire rental unit,9,3.0,2.0,4.0,50,336.0,285,4.85,330,5.31,1.0,1,1
1086068938072812375,ΚΟΛΩΝΑΚΙ,Entire home/apt,Entire condo,5,2.0,2.0,2.0,29,336.0,81,4.8,59,0.68,1.0,1,1
1264544586866848556,ΑΚΡΟΠΟΛΗ,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,36,336.0,153,4.91,11,1.23,0.0,1,1
1426094968437224593,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,Entire rental unit,8,4.0,3.0,5.0,31,336.0,179,5.0,1,0.27,0.0,0,1
1478187198330664084,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,Entire rental unit,9,3.0,3.0,5.0,28,336.0,290,5.0,1,1.0,0.0,1,1
15935395,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,Entire rental unit,13,6.0,4.0,9.0,38,335.0,261,4.52,79,0.76,0.0,1,1
